no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
2,0,2,1,1,1,0,93,2018,5,8,4,0,0,0,170.1,0,1,-1,1,1.0,0.0,0.0
3,0,2,2,0,0,5,29,2018,9,30,4,0,0,0,150.61,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,74,2018,4,13,4,0,0,0,99.45,0,1,-1,1,6.367493551725598e-11,0.9999999999363247,0.0
2,0,2,5,0,0,0,277,2018,9,5,3,0,0,0,80.0,0,0,-1,1,1.4250756204920027e-12,0.9999999999985754,0.0
2,0,1,0,0,0,0,3,2017,9,14,4,0,0,0,126.0,1,1,-1,1,1.977797500855843e-12,0.9999999999980211,0.0
1,0,0,2,0,0,0,102,2018,12,6,4,0,0,0,86.4,2,0,-1,1,9.25577388866798e-11,0.9999999999074412,0.0
1,0,2,2,0,0,0,3,2018,9,18,2,1,4,45,65.0,0,1,-1,1,0.0,0.0,1.0
2,1,0,3,0,0,0,21,2018,10,4,3,0,0,0,85.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,13,2018,9,9,4,0,0,0,139.0,2,1,-1,1,1.3629683718373205e-10,0.9999999998637037,0.0
1,0,1,2,0,0,0,12,2018,3,7,4,0,0,0,85.0,0,0,-1,1,4.216986614639088e-11,0.9999999999578293,0.0
2,0,0,1,0,0,0,27,2018,6,9,3,0,0,0,120.0,0,1,69,0,1.3797727606694696e-11,0.9999999999862013,0.0
2,0,2,0,0,0,0,18,2018,9,4,4,0,0,0,122.5,3,1,-1,1,4.784533628862393e-10,0.9999999995215472,0.0
2,0,2,4,0,0,0,82,2018,4,3,4,0,0,0,83.87,2,1,-1,1,1.8398211439045938e-10,0.9999999998160192,0.0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0,402,0,1.2215981116930435e-11,0.9999999999877858,0.0
2,0,0,1,0,0,3,85,2018,6,2,4,0,0,0,140.4,0,0,229,0,1.0,0.0,0.0
2,0,1,3,0,0,0,12,2017,10,12,2,0,0,0,100.0,0,1,399,0,9.352114799338124e-14,0.9999999999999076,0.0
2,1,2,4,0,0,0,49,2018,6,29,4,0,0,0,134.1,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,228,2018,10,5,4,0,0,0,102.85,1,0,-1,1,1.5119744563928253e-11,0.9999999999848797,0.0
1,0,1,3,0,0,0,14,2017,9,14,2,0,0,0,65.0,0,1,-1,1,3.545619138274185e-13,0.9999999999996447,0.0
2,0,2,2,0,0,0,31,2018,4,17,4,0,0,0,96.75,2,1,-1,1,1.1834817906255817e-10,0.999999999881652,0.0
1,0,1,2,3,0,0,3,2018,12,19,4,0,0,0,79.5,0,1,-1,1,1.8625046034511058e-16,1.0,0.0
2,0,0,2,0,1,0,141,2017,8,5,4,0,0,0,85.5,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,180,2018,7,1,4,0,0,0,105.3,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,77,2018,4,15,4,0,0,0,94.5,1,1,-1,1,8.250717641284457e-16,1.0,0.0
2,0,1,4,3,0,0,46,2018,8,29,4,0,0,0,100.62,0,1,-1,1,8.735955204595232e-16,1.0,0.0
1,0,1,1,0,0,0,6,2018,5,23,2,0,0,0,65.0,0,1,-1,1,2.6744049551931647e-12,0.9999999999973248,0.0
2,0,1,2,0,0,3,50,2018,9,2,4,0,0,0,123.3,1,0,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,80.0,0,1,332,0,1.9332451883073481e-13,0.9999999999998082,0.0
2,0,0,4,3,0,0,156,2018,8,9,4,0,0,0,97.75,1,1,-1,1,6.465809495665348e-16,1.0,0.0
1,0,0,1,0,0,0,6,2018,2,25,2,0,0,0,80.0,0,1,-1,1,8.432019374540945e-13,0.999999999999158,0.0
2,0,1,3,0,0,0,196,2018,5,12,3,0,0,0,80.75,1,1,441,0,4.478350810846727e-12,0.99999999999552,0.0
2,0,1,0,0,0,0,4,2018,12,4,3,0,0,0,100.0,0,1,-1,1,1.4098663000863393e-11,0.9999999999859028,0.0
1,0,1,2,0,0,0,114,2018,7,1,3,0,0,0,75.0,0,0,455,0,1.0901098094285103e-11,0.9999999999891003,0.0
2,0,0,2,3,0,0,19,2018,11,18,4,0,0,0,88.0,1,1,413,0,2.148657905299518e-16,1.0,0.0
2,0,0,4,0,0,3,40,2018,12,7,4,0,0,0,96.91,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,4,2018,2,16,4,0,0,0,79.0,0,1,267,0,5.412040392774661e-16,1.0,0.0
2,0,0,1,3,0,0,109,2018,7,27,4,0,0,0,94.5,1,0,-1,1,7.677563896152541e-16,1.0,0.0
3,0,2,2,0,0,3,53,2018,10,16,4,0,0,0,158.4,2,1,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,250,2018,9,26,3,0,0,0,95.0,0,0,515,0,1.4049207277702467e-12,0.9999999999985967,0.0
3,0,2,3,0,0,3,128,2018,9,24,4,0,0,0,162.0,2,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,65,2017,10,14,4,0,0,0,89.25,1,1,-1,1,3.2464669808966e-12,0.9999999999967528,0.0
2,0,0,1,1,0,0,29,2018,12,17,4,0,0,0,144.0,0,1,-1,1,2.3074981638888078e-11,0.9999999999769251,0.0
2,0,2,3,1,0,3,55,2018,5,6,4,0,0,0,164.9,1,1,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1,11,0,1.6995850446559292e-12,0.9999999999983018,0.0
0,2,0,1,0,0,1,14,2018,8,17,4,0,0,0,109.55,1,1,-1,1,1.0,0.0,0.0
2,0,2,2,3,0,0,39,2018,2,28,4,0,0,0,72.2,1,1,-1,1,6.688436758223742e-16,1.0,0.0
2,0,0,3,0,0,1,246,2018,9,8,4,0,0,0,81.77,1,0,-1,1,1.0,0.0,0.0
2,0,2,4,0,0,0,16,2018,12,7,4,0,0,0,90.38,0,1,-1,1,2.508033026523146e-11,0.9999999999749214,0.0
2,1,0,4,0,0,0,92,2018,5,4,3,0,0,0,90.0,1,0,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,21,2018,3,1,4,0,0,0,104.05,0,1,-1,1,6.622216816320305e-11,0.9999999999337774,0.0
2,0,1,1,0,0,3,9,2018,12,31,4,0,0,0,148.0,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,4,2018,2,23,2,1,1,3,66.0,0,1,-1,1,0.0,0.0,1.0
1,0,0,3,0,0,0,143,2018,8,25,3,0,0,0,90.0,0,1,-1,1,6.16153048365523e-12,0.9999999999938396,0.0
2,0,2,2,3,0,0,217,2018,11,20,4,0,0,0,63.75,2,0,-1,1,1.3370440492512314e-15,1.0,0.0
2,0,1,3,0,0,3,30,2018,10,3,4,0,0,0,152.78,0,0,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,0,2017,8,31,2,0,0,0,65.0,0,1,-1,1,2.97473924987737e-13,0.9999999999997016,0.0
1,0,0,1,0,0,0,0,2018,12,20,3,1,0,6,65.0,2,1,-1,1,0.0,0.0,1.0
2,0,2,2,1,0,3,81,2018,4,24,4,0,0,0,111.78,1,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,279,2018,10,10,3,0,0,0,80.75,1,1,-1,1,1.6528123771960317e-12,0.999999999998348,0.0
2,0,1,2,0,0,3,71,2018,3,18,4,0,0,0,96.3,0,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,13,2017,10,1,4,0,0,0,176.67,1,1,-1,1,6.282733024637019e-13,0.9999999999993712,0.0
1,0,1,4,0,0,0,150,2018,7,4,3,0,0,0,68.0,0,1,-1,1,1.4499390470351038e-11,0.9999999999855014,0.0
2,0,2,3,0,0,0,0,2018,4,10,3,0,0,0,80.75,0,1,-1,1,1.95063357879896e-11,0.999999999980492,0.0
2,0,0,2,0,0,0,30,2018,6,2,3,0,0,0,140.0,0,1,245,0,1.3735362552827619e-11,0.9999999999862652,0.0
1,0,0,3,0,0,0,2,2018,3,30,2,1,0,18,65.0,1,1,-1,1,0.0,0.0,1.0
1,0,0,1,0,0,0,181,2018,10,11,3,0,0,0,120.0,1,0,-1,1,1.3322602809518377e-12,0.9999999999986677,0.0
2,0,0,3,3,0,0,53,2018,12,15,4,0,0,0,79.2,0,1,-1,1,2.819492407219196e-16,1.0,0.0
1,0,1,2,0,0,0,0,2018,6,6,0,1,0,2,95.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,2,0,0,0,1,2017,9,30,3,1,1,0,102.6,0,1,97,0,0.0,0.0,1.0
1,0,0,2,0,0,0,26,2018,11,16,2,0,0,0,77.0,0,1,-1,1,2.628119883955197e-12,0.999999999997371,0.0
2,0,2,2,3,0,0,10,2018,12,23,4,0,0,0,74.8,1,1,-1,1,7.333477459068762e-17,1.0,0.0
1,0,2,0,0,0,0,44,2017,10,25,4,0,0,0,75.6,0,1,-1,1,5.044400740046867e-12,0.9999999999949551,0.0
2,0,1,2,3,0,0,46,2018,12,16,4,0,0,0,79.2,1,1,256,0,1.8804338977412602e-16,1.0,0.0
3,0,2,3,0,0,0,111,2018,5,29,3,0,0,0,105.0,2,1,-1,1,2.884291679142445e-10,0.9999999997115694,0.0
2,1,0,1,0,0,0,7,2018,3,30,4,0,0,0,119.0,0,1,-1,1,1.0,0.0,0.0
2,0,1,3,1,0,0,2,2018,11,21,4,0,0,0,123.68,1,1,-1,1,9.5442231849844e-12,0.9999999999904574,0.0
2,1,0,2,0,0,0,26,2018,4,15,4,0,0,0,145.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,10,2017,12,11,3,0,0,0,58.0,0,1,-1,1,5.192487768959929e-12,0.9999999999948059,0.0
1,0,2,3,0,0,0,6,2018,9,3,4,0,0,0,137.0,0,0,-1,1,3.3595549790170544e-11,0.9999999999664055,0.0
2,0,2,1,1,0,0,150,2018,1,2,3,0,0,0,101.0,0,1,161,0,5.918973203496138e-13,0.9999999999994067,0.0
2,0,1,3,0,0,0,240,2018,10,27,4,0,0,0,90.95,2,1,258,0,6.110187354148056e-11,0.9999999999388969,0.0
1,0,0,3,0,0,0,5,2017,12,1,3,0,0,0,64.8,0,1,-1,1,3.8266600229529095e-12,0.9999999999961737,0.0
2,0,2,1,0,0,0,109,2018,10,23,3,0,0,0,80.75,0,0,-1,1,1.7420141636123585e-11,0.999999999982581,0.0
1,0,1,0,0,0,0,76,2018,10,10,3,0,0,0,120.0,0,0,418,0,4.361258160935759e-12,0.9999999999956373,0.0
1,0,1,0,0,0,0,39,2018,9,25,4,0,0,0,129.7,0,1,503,0,2.599666539741559e-11,0.9999999999740048,0.0
2,0,0,1,3,0,0,22,2018,6,22,4,0,0,0,129.0,0,0,-1,1,1.0261884643191e-15,1.0,0.0
2,0,0,2,3,0,0,2,2018,10,27,4,0,0,0,130.0,3,1,-1,1,5.5881626493988115e-15,0.9999999999999929,0.0
1,0,1,2,0,0,0,1,2018,6,17,3,0,0,0,70.0,0,1,545,0,1.7239114217294278e-11,0.9999999999827622,0.0
2,0,0,5,0,0,0,10,2017,8,18,4,0,0,0,90.0,2,1,-1,1,7.964163846126897e-12,0.9999999999920348,0.0
3,0,2,5,0,0,3,206,2018,6,9,4,0,0,0,127.47,1,0,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,213,2018,12,27,4,0,0,0,78.3,0,1,-1,1,6.974675932141367e-11,0.9999999999302531,0.0
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1,14,0,9.133494242149083e-13,0.999999999999087,0.0
1,0,1,2,0,0,0,6,2018,5,23,4,0,0,0,97.02,1,1,-1,1,3.4344596256552676e-11,0.9999999999656559,0.0
3,0,0,2,0,0,3,240,2018,9,30,4,0,0,0,159.3,0,0,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,3,16,2018,4,8,4,0,0,0,131.0,1,1,-1,1,1.0,0.0,0.0
2,1,2,2,1,0,5,22,2017,12,26,3,0,0,0,134.78,0,1,-1,1,1.0,0.0,0.0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1,68,0,3.926249994706257e-12,0.9999999999960743,0.0
1,0,0,1,0,0,0,4,2018,2,19,2,0,0,0,81.0,0,1,57,0,8.505253358773783e-13,0.9999999999991509,0.0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0,391,0,1.4915510770465203e-13,0.9999999999998508,0.0
2,0,1,2,0,0,0,186,2018,4,22,3,0,0,0,80.0,0,1,168,0,2.1150271005602606e-12,0.9999999999978861,0.0
2,0,1,3,0,0,0,45,2018,11,28,4,0,0,0,88.4,0,1,-1,1,4.753285730632062e-11,0.9999999999524682,0.0
2,0,1,3,0,0,0,36,2017,12,24,4,0,0,0,58.92,0,1,-1,1,1.3908545416714584e-11,0.9999999999860911,0.0
2,0,2,0,3,0,0,89,2018,11,27,4,0,0,0,71.28,1,0,-1,1,3.080265854093901e-16,1.0,0.0
2,0,2,0,0,0,0,61,2017,10,4,3,0,0,0,91.0,0,1,92,0,6.49750088324094e-13,0.9999999999993499,0.0
2,0,2,1,0,0,0,64,2018,4,17,4,0,0,0,99.3,1,1,360,0,5.187200985809456e-11,0.9999999999481268,0.0
2,0,2,1,3,0,0,31,2018,8,6,4,0,0,0,125.1,0,0,-1,1,7.462205782752392e-16,1.0,0.0
2,0,0,3,0,0,0,34,2018,10,20,3,0,0,0,85.0,0,1,490,0,1.709681064129327e-11,0.9999999999829043,0.0
2,0,1,2,0,0,3,22,2018,2,22,4,0,0,0,108.0,1,1,-1,1,1.0,0.0,0.0
3,0,0,2,0,0,3,50,2018,3,30,4,0,0,0,123.3,2,1,-1,1,1.0,0.0,0.0
3,0,0,1,0,1,3,186,2018,8,27,4,0,0,0,137.7,0,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,11,2018,11,29,4,0,0,0,103.0,2,1,-1,1,4.4084127975438245e-11,0.9999999999559144,0.0
2,0,0,2,0,0,0,7,2018,3,2,3,0,0,0,67.0,0,1,-1,1,1.8783951758930866e-11,0.9999999999812168,0.0
0,2,0,1,0,0,1,201,2018,7,21,4,0,0,0,86.5,0,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0,442,0,2.7535516701220467e-12,0.9999999999972466,0.0
1,0,0,1,0,0,0,5,2018,6,22,2,1,0,2,89.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,2,0,0,0,25,2018,10,21,4,0,0,0,139.0,1,1,-1,1,7.493283875319348e-11,0.9999999999250662,0.0
2,0,0,3,3,0,0,35,2018,3,24,4,0,0,0,125.1,0,0,-1,1,1.386843968597146e-15,1.0,0.0
3,0,2,2,0,0,3,49,2018,4,1,4,0,0,0,121.13,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,53,2018,6,21,4,0,0,0,109.1,0,1,-1,1,7.378450868523742e-11,0.9999999999262172,0.0
2,0,1,2,0,0,0,280,2018,9,19,3,0,0,0,110.0,0,0,458,0,2.394633668551524e-13,0.999999999999762,0.0
2,0,2,1,0,0,0,100,2017,12,12,4,0,0,0,72.25,2,1,-1,1,1.0642898139895372e-11,0.9999999999893561,0.0
2,0,0,1,0,0,0,30,2018,6,22,4,0,0,0,126.9,0,0,-1,1,9.139538395568195e-11,0.9999999999086029,0.0
2,0,0,4,0,0,0,49,2018,11,2,3,0,0,0,75.0,0,1,543,0,1.9951174857752396e-11,0.999999999980048,0.0
2,0,0,2,0,0,3,5,2018,6,7,4,0,0,0,146.0,1,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,0,28,2018,4,16,4,0,0,0,114.0,1,1,-1,1,6.113670928862021e-11,0.9999999999388649,0.0
1,0,1,1,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1,122,0,1.9858155163285917e-12,0.999999999998014,0.0
2,0,2,4,0,0,0,164,2018,8,14,4,0,0,0,106.53,0,0,-1,1,4.411372177906823e-11,0.999999999955886,0.0
2,2,0,4,0,0,5,24,2018,12,21,4,0,0,0,147.9,1,1,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,3,140,2018,7,31,4,0,0,0,114.63,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1,169,0,1.8053147402928826e-13,0.9999999999998188,0.0
3,0,1,4,0,0,3,79,2018,7,11,4,0,0,0,139.5,0,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,3,267,2018,10,1,4,0,0,0,115.2,0,0,312,0,1.0,0.0,0.0
2,0,2,1,0,0,3,71,2018,4,24,4,0,0,0,112.8,0,1,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,109.0,0,1,63,0,1.2248602284433104e-13,0.9999999999998792,0.0
2,1,2,1,0,1,0,3,2017,12,5,4,0,0,0,104.0,1,1,-1,1,1.0,0.0,0.0
2,0,2,0,0,0,0,7,2018,12,4,4,0,0,0,104.0,2,1,-1,1,3.855448044280826e-11,0.999999999961446,0.0
2,0,1,4,0,0,0,275,2018,10,5,3,0,0,0,90.0,0,0,430,0,7.351121354842644e-13,0.9999999999992646,0.0
2,0,0,2,3,1,0,4,2018,1,22,4,0,0,0,84.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,62,2018,5,7,4,0,0,0,159.3,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,24,2018,8,4,4,0,0,0,139.0,2,1,-1,1,2.550811400054017e-15,0.9999999999999964,0.0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0,388,0,1.5743502535792178e-13,0.9999999999998437,0.0
2,0,2,1,0,0,0,221,2017,10,10,3,0,0,0,65.0,0,1,158,0,4.7162455408146104e-14,0.9999999999999538,0.0
2,0,0,3,0,0,1,3,2017,11,5,4,0,0,0,96.5,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,31,2018,10,7,4,0,0,0,157.5,0,1,-1,1,1.0,0.0,0.0
1,0,2,2,0,0,3,75,2018,11,6,4,0,0,0,112.28,3,1,-1,1,1.0,0.0,0.0
1,0,0,1,3,0,0,3,2018,4,28,4,0,0,0,119.0,1,1,-1,1,6.812641807215865e-16,1.0,0.0
1,0,2,2,0,0,0,162,2018,10,14,3,0,0,0,115.0,0,0,497,0,2.973284718391514e-12,0.9999999999970264,0.0
0,2,2,2,0,0,1,158,2018,10,30,4,0,0,0,83.5,2,0,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,11,2017,9,30,4,0,0,0,126.0,1,1,-1,1,2.598807515272459e-12,0.999999999997403,0.0
3,0,1,2,0,0,3,50,2017,11,13,3,0,0,0,90.0,1,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,1,44,2018,4,23,3,0,0,0,95.0,0,1,-1,1,1.0,0.0,0.0
2,1,1,2,0,0,0,6,2018,7,4,4,0,0,0,163.67,0,0,-1,1,1.0,0.0,0.0
2,1,0,1,0,0,0,92,2018,10,6,4,0,0,0,135.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,1,0,0,131,2017,8,15,3,0,0,0,94.5,0,0,345,0,5.804521172474118e-14,0.9999999999999432,0.0
1,0,0,1,3,0,0,103,2018,9,28,3,0,0,0,85.0,0,0,-1,1,3.8083994019360165e-16,1.0,0.0
1,0,0,1,0,0,0,46,2018,11,23,4,0,0,0,86.4,2,1,-1,1,7.727137926423133e-11,0.9999999999227285,0.0
2,0,0,2,0,0,0,1,2017,9,30,3,1,1,0,102.6,0,1,97,0,0.0,0.0,1.0
2,0,0,1,0,0,0,3,2018,2,27,4,0,0,0,93.0,0,1,-1,1,6.535149103879378e-11,0.9999999999346478,0.0
2,0,0,4,0,0,0,76,2018,7,13,3,0,0,0,79.56,0,1,-1,1,1.6934562068856324e-11,0.9999999999830642,0.0
2,0,1,4,0,0,0,65,2017,12,30,4,0,0,0,96.2,1,1,-1,1,4.700725615743874e-12,0.9999999999952998,0.0
2,0,2,2,0,0,0,99,2017,10,30,3,0,0,0,65.0,0,0,425,0,1.580322260460342e-12,0.999999999998419,0.0
1,0,0,1,0,1,0,1,2018,11,29,2,1,1,4,67.0,1,1,-1,1,0.0,0.0,1.0
2,0,2,3,0,1,0,10,2018,8,27,4,0,0,0,140.8,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,3,63,2017,12,30,4,0,0,0,115.5,1,1,-1,1,1.0,0.0,0.0
1,0,0,2,1,0,0,257,2017,7,1,3,0,0,0,80.0,0,1,73,0,1.8302609436149677e-16,1.0,0.0
1,0,0,1,0,0,0,2,2018,1,14,2,0,0,0,66.0,0,1,269,0,1.3937748719801522e-12,0.9999999999986073,0.0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0,387,0,2.0124435680104493e-12,0.9999999999979892,0.0
2,0,1,3,3,0,0,105,2018,12,26,4,0,0,0,61.09,1,1,-1,1,3.8800947821911127e-16,1.0,0.0
2,0,0,1,0,0,0,15,2017,12,23,4,0,0,0,97.0,0,1,-1,1,7.31416631491985e-12,0.999999999992685,0.0
2,0,2,2,0,0,0,4,2018,2,5,4,0,0,0,91.0,0,0,-1,1,5.2581391611875286e-11,0.9999999999474198,0.0
2,0,0,2,0,0,0,65,2018,10,26,4,0,0,0,113.55,2,1,-1,1,1.3090916482458882e-10,0.9999999998690896,0.0
1,0,2,3,0,0,3,36,2018,9,11,2,0,0,0,110.0,0,1,-1,1,1.0,0.0,0.0
3,0,1,1,0,0,0,40,2017,10,5,3,0,0,0,98.0,0,1,-1,1,3.999285658293615e-12,0.9999999999959996,0.0
3,0,1,3,0,0,3,28,2018,12,15,4,0,0,0,130.9,2,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,280,2018,9,19,3,0,0,0,100.0,0,0,440,0,1.4592553543127192e-13,0.9999999999998543,0.0
2,0,1,1,0,0,0,155,2018,6,27,4,0,0,0,96.3,1,1,-1,1,4.093214404534265e-11,0.9999999999590692,0.0
2,0,1,4,0,0,0,0,2017,11,2,4,0,0,0,107.0,1,1,-1,1,3.003260105086976e-12,0.999999999996998,0.0
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,95.0,0,0,417,0,4.718271286997426e-13,0.9999999999995275,0.0
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,116.33,0,0,483,0,2.1860773220665068e-13,0.9999999999997797,0.0
2,0,1,2,0,0,0,144,2018,7,1,3,0,0,0,75.0,0,0,547,0,8.54428870753257e-12,0.9999999999914557,0.0
1,0,2,1,1,0,0,220,2018,9,17,3,0,0,0,128.0,0,0,450,0,1.464341229501565e-13,0.9999999999998543,0.0
1,0,2,6,0,0,0,115,2018,2,27,3,0,0,0,64.75,0,0,-1,1,4.6155265887133066e-11,0.9999999999538431,0.0
2,0,1,2,0,0,0,37,2018,6,20,4,0,0,0,108.9,1,1,-1,1,5.71167319294393e-11,0.999999999942883,0.0
2,0,2,2,3,0,0,50,2018,3,11,4,0,0,0,63.75,0,0,532,0,5.27869512615827e-16,1.0,0.0
2,0,0,2,0,0,0,177,2018,6,3,3,0,0,0,100.0,0,0,435,0,1.6748296987967712e-12,0.9999999999983267,0.0
1,0,0,2,0,0,0,20,2018,8,2,2,0,0,0,65.0,0,0,-1,1,3.86687404546628e-12,0.9999999999961346,0.0
2,0,0,4,0,0,0,217,2018,5,25,4,0,0,0,90.1,2,0,-1,1,4.52016790738269e-11,0.9999999999547988,0.0
1,0,0,2,0,0,0,19,2018,6,22,2,0,0,0,90.0,0,1,318,0,1.1382577355472372e-12,0.9999999999988631,0.0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0,402,0,1.2215981116930435e-11,0.9999999999877858,0.0
2,0,0,2,0,0,3,41,2018,11,2,4,0,0,0,118.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,69,2018,4,17,4,0,0,0,99.3,0,1,-1,1,4.889695699511402e-11,0.999999999951104,0.0
2,0,1,4,0,0,3,96,2018,10,19,4,0,0,0,132.3,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,55,2018,2,26,4,0,0,0,80.3,0,1,-1,1,6.394314600920786e-11,0.9999999999360583,0.0
2,0,0,1,3,0,0,28,2018,3,18,4,0,0,0,79.0,0,0,-1,1,5.70387419316741e-16,1.0,0.0
2,0,0,1,0,0,1,220,2018,8,11,4,0,0,0,95.62,0,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,1,2017,11,19,2,0,0,0,65.0,0,1,-1,1,3.7400875897093174e-13,0.999999999999627,0.0
1,0,1,1,0,0,0,6,2018,3,7,2,0,0,0,80.0,0,1,-1,1,1.5514641957161723e-12,0.9999999999984475,0.0
2,0,0,3,0,1,0,87,2017,9,15,4,0,0,0,89.25,2,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,11,2017,11,30,3,0,0,0,55.0,0,1,-1,1,6.953379935706271e-12,0.9999999999930473,0.0
2,0,2,3,0,0,0,109,2017,8,9,4,0,0,0,76.5,1,1,-1,1,2.103022387806631e-12,0.9999999999978968,0.0
2,0,0,3,0,0,0,7,2017,8,5,3,0,0,0,66.0,1,1,-1,1,3.337353232942274e-12,0.999999999996664,0.0
2,0,1,0,0,0,0,6,2018,3,20,3,0,0,0,85.0,1,1,283,0,2.3866250062522586e-11,0.9999999999761329,0.0
3,0,1,1,0,0,3,100,2018,7,18,4,0,0,0,137.7,2,1,-1,1,1.0,0.0,0.0
3,0,2,3,0,0,3,49,2018,6,19,4,0,0,0,137.7,0,0,-1,1,1.0,0.0,0.0
2,1,2,5,0,0,0,147,2018,8,13,4,0,0,0,122.04,0,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0,442,0,2.7535516701220467e-12,0.9999999999972466,0.0
2,1,1,2,0,0,0,16,2018,3,25,4,0,0,0,165.67,0,0,-1,1,1.0,0.0,0.0
3,0,0,2,0,0,0,239,2018,10,28,4,0,0,0,128.7,1,0,-1,1,1.506354706044034e-10,0.9999999998493649,0.0
2,1,1,1,0,0,0,35,2018,4,18,4,0,0,0,112.5,2,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,95,2017,9,18,4,0,0,0,89.25,2,1,-1,1,4.241723296370283e-12,0.9999999999957581,0.0
2,0,1,3,3,0,0,34,2018,3,14,4,0,0,0,71.1,0,1,-1,1,6.124119586169061e-16,1.0,0.0
2,0,0,3,0,0,0,10,2018,3,17,4,0,0,0,109.0,0,0,-1,1,7.065296114117178e-11,0.9999999999293472,0.0
2,0,1,0,3,0,0,15,2018,8,21,4,0,0,0,129.0,2,1,-1,1,1.7003922170372284e-15,1.0,0.0
2,0,1,2,0,0,0,7,2018,2,19,3,0,0,0,82.0,0,1,-1,1,1.3018855766141487e-11,0.9999999999869829,0.0
1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,0,220,0,2.1944776226871228e-13,0.9999999999997797,0.0
1,0,0,4,0,0,0,9,2018,1,20,4,0,0,0,84.0,0,1,-1,1,6.320787200768131e-11,0.9999999999367937,0.0
2,0,1,4,0,0,3,54,2017,12,30,4,0,0,0,118.2,1,1,-1,1,1.0,0.0,0.0
